GEOID,NAME,Hispanic,White,Black,American Indian,Asian,Native Hawaiian,Other Race,Two or More,Total,Total 18+,Under 18
55079000101,"Census Tract 1.01, Milwaukee County, Wisconsin",0.05292171995589857,0.19889746416758544,0.6551267916207276,0.0017640573318632856,0.05049614112458655,0,0.005292171995589856,0.035501653803748624,4535,3067,1468
55079000201,"Census Tract 2.01, Milwaukee County, Wisconsin",0.14946889226100152,0.1052731411229135,0.6754552352048558,0.00208649468892261,0.030728376327769348,0,0.0066388467374810314,0.030349013657056147,5272,2842,2430
55079000400,"Census Tract 4, Milwaukee County, Wisconsin",0.06340508806262231,0.2583170254403131,0.5628180039138944,0.003913894324853229,0.06027397260273973,3.913894324853229e-4,0.008610567514677104,0.042270058708414875,2555,1681,874
55079000502,"Census Tract 5.02, Milwaukee County, Wisconsin",0.0521415270018622,0.11080074487895716,0.6941340782122905,0.0023277467411545625,0.09590316573556797,0,0.0037243947858473,0.040968342644320296,4296,2576,1720
55079000900,"Census Tract 9, Milwaukee County, Wisconsin",0.05319750990379174,0.1366723259762309,0.6989247311827957,0.001697792869269949,0.06395019807583475,5.659309564233164e-4,0.00311262026032824,0.04187889077532541,3534,2106,1428
55079001000,"Census Tract 10, Milwaukee County, Wisconsin",0.05845323741007194,0.12170263788968826,0.7586930455635491,0.001498800959232614,0.015587529976019185,0,0.004796163069544364,0.03926858513189448,3336,2145,1191
55079001100,"Census Tract 11, Milwaukee County, Wisconsin",0.030211480362537766,0.06986404833836858,0.8379909365558912,0.0026435045317220545,0.02039274924471299,0,0.004154078549848943,0.03474320241691843,2648,1699,949
55079001200,"Census Tract 12, Milwaukee County, Wisconsin",0.038781163434903045,0.04189750692520776,0.6793628808864266,0.0013850415512465374,0.21191135734072022,0,0.001038781163434903,0.025623268698060944,2888,1660,1228
55079001400,"Census Tract 14, Milwaukee County, Wisconsin",0.03508771929824561,0.09385964912280702,0.6456140350877193,0.0013157894736842105,0.17280701754385966,0,0.0017543859649122807,0.04956140350877193,2280,1366,914
55079001500,"Census Tract 15, Milwaukee County, Wisconsin",0.031486146095717885,0.09855163727959698,0.5947732997481109,0.003778337531486146,0.23929471032745592,6.297229219143577e-4,0.0025188916876574307,0.028967254408060455,3176,2027,1149
55079001600,"Census Tract 16, Milwaukee County, Wisconsin",0.04594400574300072,0.09798994974874371,0.7638190954773869,3.589375448671931e-4,0.06676238334529792,3.589375448671931e-4,0.0014357501794687725,0.023330940416367553,2786,1724,1062
55079001800,"Census Tract 18, Milwaukee County, Wisconsin",0.05540780141843971,0.11037234042553191,0.7322695035460993,8.865248226950354e-4,0.06959219858156028,0,0.002216312056737589,0.02925531914893617,2256,1480,776
55079001900,"Census Tract 19, Milwaukee County, Wisconsin",0.04171779141104295,0.09969325153374232,0.7739263803680981,0.00245398773006135,0.05122699386503068,3.0674846625766873e-4,0.006748466257668712,0.02392638036809816,3260,2062,1198
55079002000,"Census Tract 20, Milwaukee County, Wisconsin",0.05648986632169038,0.06338939197930142,0.8240620957309185,8.624407072013799e-4,0.007330746011211729,4.3122035360068997e-4,0.008193186718413108,0.039241052177662786,2319,1524,795
55079002100,"Census Tract 21, Milwaukee County, Wisconsin",0.037253141831238776,0.05341113105924596,0.8689407540394973,4.488330341113106e-4,0.008976660682226212,0,0.0013464991023339318,0.0296229802513465,2228,1477,751
55079002200,"Census Tract 22, Milwaukee County, Wisconsin",0.0876803551609323,0.27968923418423974,0.548834628190899,0.001664816870144284,0.025527192008879023,0,0.00388457269700333,0.05271920088790233,1802,1163,639
55079002300,"Census Tract 23, Milwaukee County, Wisconsin",0.04746108701199286,0.030620056136769585,0.8861954580250064,0.0053585098239346774,0.003827507017096198,0,0.004337841286042358,0.022199540699157947,3919,2711,1208
55079002400,"Census Tract 24, Milwaukee County, Wisconsin",0.04093023255813953,0.029767441860465118,0.8702325581395349,0.0018604651162790699,0.012093023255813953,0,0.011162790697674419,0.03395348837209302,2150,1440,710
55079002500,"Census Tract 25, Milwaukee County, Wisconsin",0.049485546300832926,0.050955414012738856,0.8383145516903479,0.007349338559529643,0.007839294463498285,9.799118079372856e-4,0.007349338559529643,0.037726604605585495,2041,1297,744
55079002600,"Census Tract 26, Milwaukee County, Wisconsin",0.057540428732606244,0.033471229785633695,0.8679954870251975,0.0026325686348251222,0.00376081233546446,0,7.52162467092892e-4,0.03384731101918014,2659,1681,978
55079002700,"Census Tract 27, Milwaukee County, Wisconsin",0.04334677419354839,0.05846774193548387,0.8210685483870968,0.005040322580645161,0.023185483870967742,0.0010080645161290322,0.0025201612903225806,0.04536290322580645,1984,1241,743
55079002800,"Census Tract 28, Milwaukee County, Wisconsin",0.04054691183404055,0.05752003771805752,0.8081093823668081,0.006129184347006129,0.04714757190004715,0,0.003771805752003772,0.036775106082036775,2121,1355,766
55079002900,"Census Tract 29, Milwaukee County, Wisconsin",0.04193849021435228,0.07455731593662628,0.7730661696178938,0.001863932898415657,0.07036346691519105,0,0.002329916123019571,0.0358807082945014,2146,1305,841
55079003600,"Census Tract 36, Milwaukee County, Wisconsin",0.040070713022981735,0.06776664702416028,0.8350029463759576,0.002357100766057749,0.020035356511490868,5.892751915144372e-4,0.005303476723629935,0.028874484384207425,1697,1209,488
55079003800,"Census Tract 38, Milwaukee County, Wisconsin",0.043689320388349516,0.05679611650485437,0.8514563106796117,0.002912621359223301,0.015533980582524271,9.70873786407767e-4,0.003883495145631068,0.02475728155339806,2060,1447,613
55079003900,"Census Tract 39, Milwaukee County, Wisconsin",0.03556242752222652,0.028991109393119444,0.8917665249323541,0.004252029377657518,0.008117510630073444,0,0.003865481252415926,0.027444916892153073,2587,1804,783
55079004000,"Census Tract 40, Milwaukee County, Wisconsin",0.01818181818181818,0.029494949494949494,0.9103030303030303,0.00202020202020202,0.01575757575757576,0,0.0044444444444444444,0.019797979797979797,2475,1539,936
55079004100,"Census Tract 41, Milwaukee County, Wisconsin",0.05054151624548736,0.029683112715603692,0.8648215002005616,0.002807862013638187,0.011632571199358203,0,8.022462896109105e-4,0.039711191335740074,2493,1612,881
55079004200,"Census Tract 42, Milwaukee County, Wisconsin",0.03718854592785422,0.017850502045370024,0.9044254369654147,0.0014875418371141688,0.001859427296392711,0,0.004090740052063964,0.033097805875790254,2689,1801,888
55079004300,"Census Tract 43, Milwaukee County, Wisconsin",0.03508416142770229,0.029203001419590348,0.8969783005475562,0.0012167917258162643,0.0022307848306631515,0,0.002027986209693774,0.0332589738389779,4931,3399,1532
55079004400,"Census Tract 44, Milwaukee County, Wisconsin",0.0686055182699478,0.17710663683818045,0.685682326621924,0.0014914243102162564,0.02870991797166294,0,0.0022371364653243847,0.03616703952274422,2682,1898,784
55079004500,"Census Tract 45, Milwaukee County, Wisconsin",0.03946764570904084,0.01698026617714548,0.9068379990821478,4.589261128958238e-4,0.0032124827902707664,0,0.0013767783386874712,0.03166590178981184,2179,1401,778
55079004600,"Census Tract 46, Milwaukee County, Wisconsin",0.021990309355199404,0.017517704062616473,0.9213566902720834,0.002981736861721953,0.00633619083115915,7.454342154304882e-4,0.004845322400298174,0.024226612001490868,2683,1826,857
55079004700,"Census Tract 47, Milwaukee County, Wisconsin",0.018338427340928037,0.012225618227285358,0.9313698249513754,0.0011114198388441233,0.004167824395665463,0,0.0027785495971103086,0.03000833564879133,3599,2496,1103
55079004800,"Census Tract 48, Milwaukee County, Wisconsin",0.03716312056737588,0.028368794326241134,0.8927659574468085,0.0022695035460992908,0.004822695035460993,0,0.0070921985815602835,0.0275177304964539,3525,2365,1160
55079005100,"Census Tract 51, Milwaukee County, Wisconsin",0.029088750371029978,0.10151380231522707,0.7770851884832295,0.0017809439002671415,0.046898189373701396,0,0.0050460077174235675,0.0385871178391214,3369,2348,1021
55079006000,"Census Tract 60, Milwaukee County, Wisconsin",0.051070840197693576,0.06177924217462932,0.8249588138385503,0.004118616144975288,0.01400329489291598,0,0.0032948929159802307,0.04077429983525535,2428,1440,988
55079006100,"Census Tract 61, Milwaukee County, Wisconsin",0.05956678700361011,0.08664259927797834,0.7982851985559567,0,0.01263537906137184,0,0.005415162454873646,0.037454873646209384,2216,1368,848
55079006200,"Census Tract 62, Milwaukee County, Wisconsin",0.0337751175716118,0.01966652415562206,0.8969645147498931,0.0021376656690893546,0.011543394613082514,0,0.006412997007268063,0.029499786233433092,2339,1455,884
55079006300,"Census Tract 63, Milwaukee County, Wisconsin",0.03612565445026178,0.01780104712041885,0.9052356020942408,0,0.002617801047120419,0.0010471204188481676,0.005759162303664921,0.031413612565445025,1910,1246,664
55079006400,"Census Tract 64, Milwaukee County, Wisconsin",0.05198776758409786,0.014780835881753314,0.8837920489296636,0.003567787971457696,0.00764525993883792,0,0.013251783893985729,0.024974515800203875,1962,1202,760
55079006500,"Census Tract 65, Milwaukee County, Wisconsin",0.029980657640232108,0.016924564796905222,0.9119922630560928,0.004835589941972921,0.008220502901353965,0,0.004352030947775629,0.023694390715667313,2068,1310,758
55079006600,"Census Tract 66, Milwaukee County, Wisconsin",0.020942408376963352,0.019197207678883072,0.9301919720767888,0.0013089005235602095,0.0013089005235602095,0,0.002181500872600349,0.024869109947643978,2292,1516,776
55079006700,"Census Tract 67, Milwaukee County, Wisconsin",0.02376599634369287,0.04570383912248629,0.8985374771480804,0.006398537477148081,0.0018281535648994515,0,0,0.02376599634369287,1094,697,397
55079006800,"Census Tract 68, Milwaukee County, Wisconsin",0.051756007393715345,0.03789279112754159,0.8706099815157117,0.00831792975970425,0.0023105360443622922,0,4.621072088724584e-4,0.02865064695009242,2164,1402,762
55079006900,"Census Tract 69, Milwaukee County, Wisconsin",0.1527713088029809,0.038192827200745225,0.7722403353516535,0.0055891942244993015,9.315323707498836e-4,0,0.0055891942244993015,0.024685607824871916,2147,1206,941
55079007000,"Census Tract 70, Milwaukee County, Wisconsin",0.12046270442760271,0.08336657359393698,0.7347427203829278,0.0011966493817311527,0.0031910650179497405,0,0.002792181890706023,0.054248105305145594,2507,1406,1101
55079007300,"Census Tract 73, Milwaukee County, Wisconsin",0.06917599186164802,0.7880637504238724,0.03763987792472025,0.0013563919972872161,0.043065445913869106,3.3909799932180403e-4,0.026788741946422515,0.0335707019328586,2949,2483,466
55079007700,"Census Tract 77, Milwaukee County, Wisconsin",0.07410161090458488,0.7164807930607187,0.08872366790582403,0.0022304832713754648,0.07335811648079306,0.001486988847583643,0.004708798017348203,0.03890954151177199,4035,3398,637
55079007800,"Census Tract 78, Milwaukee County, Wisconsin",0.06302158273381295,0.7882014388489209,0.04661870503597122,0.00460431654676259,0.041151079136690645,0,0.010647482014388488,0.045755395683453236,3475,2895,580
55079008000,"Census Tract 80, Milwaukee County, Wisconsin",0.16015625,0.66015625,0.10100446428571429,0.005022321428571429,0.010044642857142858,5.580357142857143e-4,0.0078125,0.05524553571428571,1792,1263,529
55079008100,"Census Tract 81, Milwaukee County, Wisconsin",0.1825525040387722,0.1567043618739903,0.6058158319870759,0,0.008885298869143781,0,0.008077544426494346,0.03796445880452343,1238,712,526
55079008400,"Census Tract 84, Milwaukee County, Wisconsin",0.04942166140904311,0.04416403785488959,0.8338590956887487,0.0031545741324921135,0.008412197686645636,0,0.011566771819137749,0.04942166140904311,951,585,366
55079008500,"Census Tract 85, Milwaukee County, Wisconsin",0.03710094909404659,0.054357204486626405,0.8602243313201036,8.628127696289905e-4,0.003451251078515962,0,0.0025884383088869713,0.04141501294219154,1159,732,427
55079008600,"Census Tract 86, Milwaukee County, Wisconsin",0.032714412024756855,0.009725906277630416,0.9257294429708223,0,0,0,0.002652519893899204,0.029177718832891247,1131,692,439
55079008700,"Census Tract 87, Milwaukee County, Wisconsin",0.028960817717206135,0.009369676320272573,0.919931856899489,0.0017035775127768314,0.00596252129471891,0,0.0017035775127768314,0.03236797274275979,1174,741,433
55079008800,"Census Tract 88, Milwaukee County, Wisconsin",0.022453450164293537,0.0443592552026287,0.895947426067908,0.001095290251916758,0.006024096385542169,0,0.002190580503833516,0.02792990142387733,1826,1197,629
55079008900,"Census Tract 89, Milwaukee County, Wisconsin",0.0959874114870181,0.02753737214791503,0.8103855232100708,7.867820613690008e-4,0.016522423288749016,7.867820613690008e-4,0.0055074744295830055,0.042486231313926044,1271,746,525
55079009000,"Census Tract 90, Milwaukee County, Wisconsin",0.022537562604340568,0.015442404006677797,0.8651919866444073,0.0037562604340567614,0.056343906510851416,8.347245409015025e-4,0.004590984974958264,0.031302170283806344,2396,1400,996
55079009100,"Census Tract 91, Milwaukee County, Wisconsin",0.056807935076645624,0.0739404869251578,0.7975653742110009,0.004959422903516681,0.03381424706943192,4.508566275924256e-4,0.0036068530207394047,0.028854824165915238,2218,1276,942
55079009200,"Census Tract 92, Milwaukee County, Wisconsin",0.06105006105006105,0.2448107448107448,0.6068376068376068,0.0018315018315018315,0.031746031746031744,0,0.004884004884004884,0.04884004884004884,1638,1069,569
55079009600,"Census Tract 96, Milwaukee County, Wisconsin",0.06401463191586648,0.04252400548696845,0.7229080932784636,0.001828989483310471,0.13122999542752628,4.572473708276177e-4,0.003200731595793324,0.03383630544124371,2187,1201,986
55079009800,"Census Tract 98, Milwaukee County, Wisconsin",0.04634920634920635,0.012698412698412698,0.6596825396825396,0.0031746031746031746,0.23047619047619047,0,0.006349206349206349,0.04126984126984127,1575,909,666
55079009900,"Census Tract 99, Milwaukee County, Wisconsin",0.08777969018932874,0.03098106712564544,0.7607573149741824,8.605851979345956e-4,0.08691910499139414,0.0017211703958691911,0.0017211703958691911,0.029259896729776247,1162,698,464
55079010600,"Census Tract 106, Milwaukee County, Wisconsin",0.1606822262118492,0.3231597845601436,0.4488330341113106,0.0026929982046678637,0.011669658886894075,0,0.005385996409335727,0.04757630161579892,1114,690,424
55079012200,"Census Tract 122, Milwaukee County, Wisconsin",0.0949278734295021,0.08236389018147976,0.4611447184737087,0.002791996277338297,0.3252675663099116,0,0.0018613308515588647,0.0316426244765007,2149,1208,941
55079012300,"Census Tract 123, Milwaukee County, Wisconsin",0.14231136580706782,0.15377268385864373,0.5033428844317096,0.004775549188156638,0.1384909264565425,0,0.0057306590257879654,0.05157593123209169,1047,665,382
55079013300,"Census Tract 133, Milwaukee County, Wisconsin",0.18962075848303392,0.33532934131736525,0.2934131736526946,0.010978043912175649,0.07584830339321358,0.001996007984031936,0.007984031936127744,0.08483033932135728,1002,587,415
55079013400,"Census Tract 134, Milwaukee County, Wisconsin",0.18331171638564633,0.10592304366623433,0.5862516212710766,0.007349762213575443,0.06571552096843926,8.646779074794639e-4,0.004755728491137051,0.045827929096411583,2313,1324,989
55079013500,"Census Tract 135, Milwaukee County, Wisconsin",0.1546554445028932,0.16728037874802734,0.6023145712782746,0.010520778537611783,0.007890583903208837,0.0010520778537611783,0.004734350341925302,0.051551814834297736,1901,1279,622
55079013600,"Census Tract 136, Milwaukee County, Wisconsin",0.06935563207083129,0.17560255779636005,0.676340383669454,0.016724053123462864,0.022134776192818496,4.918839153959665e-4,0.001967535661583866,0.037383177570093455,2033,1527,506
55079013700,"Census Tract 137, Milwaukee County, Wisconsin",0.11514736120630568,0.09252912954078135,0.6449623029472241,0.003427004797806717,0.1041809458533242,0,0.00205620287868403,0.03769705277587389,1459,965,494
55079014100,"Census Tract 141, Milwaukee County, Wisconsin",0.05943889681407513,0.2330004755111745,0.6528768426058013,9.510223490252021e-4,0.014265335235378032,0,0.0019020446980504042,0.03756538278649548,2103,1299,804
55079014600,"Census Tract 146, Milwaukee County, Wisconsin",0.11145225667792447,0.5947190666257292,0.171016272643537,0.00184218606079214,0.08228431071538225,0,0.0052195271722443965,0.03346638010439054,3257,2599,658
55079014700,"Census Tract 147, Milwaukee County, Wisconsin",0.08310774228478614,0.5985381700054142,0.1916621548456957,0.0027070925825663237,0.08094206821873308,0.002165674066053059,0.005414185165132647,0.03546291283161884,3694,2979,715
55079014800,"Census Tract 148, Milwaukee County, Wisconsin",0.11553945249597423,0.39573268921095006,0.3856682769726248,0.0024154589371980675,0.06521739130434782,0,0.001610305958132045,0.033816425120772944,2484,1832,652
55079014900,"Census Tract 149, Milwaukee County, Wisconsin",0.15091678420310295,0.3307475317348378,0.3815232722143865,0.006346967559943582,0.06276445698166432,0.0014104372355430183,0.00846262341325811,0.05782792665726375,1418,979,439
55079015700,"Census Tract 157, Milwaukee County, Wisconsin",0.7920489296636085,0.09650016989466531,0.07237512742099898,0.004417261297995243,0.018688413183826028,0,0.0037376826367652057,0.012232415902140673,2943,429,2514
55079015800,"Census Tract 158, Milwaukee County, Wisconsin",0.7168377042949449,0.10224249334853668,0.12960851387305208,0.002280501710376283,0.02508551881413911,7.601672367920942e-4,0.002280501710376283,0.02090459901178259,2631,521,2110
55079015900,"Census Tract 159, Milwaukee County, Wisconsin",0.684958217270195,0.12952646239554316,0.11671309192200557,0.010027855153203343,0.030083565459610027,5.571030640668524e-4,0.003064066852367688,0.025069637883008356,3590,855,2735
55079016000,"Census Tract 160, Milwaukee County, Wisconsin",0.6559662775616083,0.14364461738002593,0.0933852140077821,0.009727626459143969,0.061608300907911806,6.485084306095979e-4,0.002269779507133593,0.0327496757457847,3084,743,2341
55079016100,"Census Tract 161, Milwaukee County, Wisconsin",0.7772167876301672,0.13158725149889555,0.03692016408961818,0.007888923950773114,0.023035657936257496,6.311139160618492e-4,0.005995582202587567,0.016724518775639,3169,532,2637
55079016200,"Census Tract 162, Milwaukee County, Wisconsin",0.6814320388349514,0.1729368932038835,0.04975728155339806,0.006674757281553398,0.06128640776699029,9.101941747572816e-4,0.003337378640776699,0.02366504854368932,3296,775,2521
55079016300,"Census Tract 163, Milwaukee County, Wisconsin",0.7405314919439213,0.09060472902280813,0.09646369533375183,0.0052312199204854574,0.04080351537978657,2.092487968194183e-4,0.003766478342749529,0.022389621259677757,4779,783,3996
55079016400,"Census Tract 164, Milwaukee County, Wisconsin",0.7800947867298578,0.07132701421800948,0.08530805687203792,0.00971563981042654,0.03601895734597156,4.7393364928909954e-4,0.0037914691943127963,0.013270142180094787,4220,631,3589
55079016500,"Census Tract 165, Milwaukee County, Wisconsin",0.7519051651143099,0.1121930567315834,0.08086367485182049,0.01143099068585944,0.01989839119390347,0,0.0046570702794242165,0.01905165114309907,2362,424,1938
55079016600,"Census Tract 166, Milwaukee County, Wisconsin",0.6300512236767217,0.1707455890722823,0.15139442231075698,0.003414911781445646,0.0221969265793967,0,0.005122367672168469,0.01707455890722823,1757,482,1275
55079016700,"Census Tract 167, Milwaukee County, Wisconsin",0.7071290944123314,0.09794476557482337,0.11046885035324341,0.008349389852280027,0.04816955684007707,0,0.0032113037893384713,0.02472703917790623,3114,650,2464
55079016800,"Census Tract 168, Milwaukee County, Wisconsin",0.7824793388429752,0.07008264462809917,0.08760330578512397,0.004297520661157025,0.036694214876033054,0,0.002644628099173554,0.016198347107438015,3025,393,2632
55079016900,"Census Tract 169, Milwaukee County, Wisconsin",0.7541198012032435,0.11064608945854042,0.07507193303688203,0.008108815066701544,0.019879675647397333,0,0.0034004708344232276,0.02877321475281193,3823,654,3169
55079017000,"Census Tract 170, Milwaukee County, Wisconsin",0.7510970686326136,0.13112164296998421,0.05529225908372828,0.007723363173600141,0.036510444093382485,0,0.002984026680709145,0.015271195365982097,5697,1054,4643
55079017100,"Census Tract 171, Milwaukee County, Wisconsin",0.8003597122302158,0.11870503597122302,0.025179856115107913,0.003237410071942446,0.03381294964028777,0,0.003956834532374101,0.014748201438848921,2780,425,2355
55079017300,"Census Tract 173, Milwaukee County, Wisconsin",0.7868321640582838,0.13680518078791148,0.028332433890987586,0.005126821370750135,0.01807879114948732,8.094981111710739e-4,0.0013491635186184566,0.02266594711279007,3706,576,3130
55079017400,"Census Tract 174, Milwaukee County, Wisconsin",0.7275886031966643,0.13134120917303682,0.07922168172341904,0.010771369006254344,0.03161917998610146,6.949270326615705e-4,0.0017373175816539264,0.017025712300208478,2878,546,2332
55079017500,"Census Tract 175, Milwaukee County, Wisconsin",0.7419434804164601,0.10114030738720872,0.08230044620723848,0.005701536936043629,0.042637580565195836,4.957858205255329e-4,0.001487357461576599,0.024293505205751114,4034,686,3348
55079017600,"Census Tract 176, Milwaukee County, Wisconsin",0.731951393852752,0.12580414581844174,0.06290207290922087,0.008934953538241601,0.048248749106504646,0,0.0035739814152966403,0.01858470335954253,2798,508,2290
55079018600,"Census Tract 186, Milwaukee County, Wisconsin",0.7215568862275449,0.13547904191616766,0.05800898203592814,0.0074850299401197605,0.04416167664670659,0.002619760479041916,0.0037425149700598802,0.02694610778443114,2672,496,2176
55079018700,"Census Tract 187, Milwaukee County, Wisconsin",0.7414512093411176,0.12010008340283569,0.047817625799277175,0.006394217403391716,0.06422018348623854,0,0.003614122880177926,0.016402557686961357,3597,663,2934
55079018800,"Census Tract 188, Milwaukee County, Wisconsin",0.7790410281759763,0.10133465150766188,0.06228373702422145,0.002471576866040534,0.030153237765694514,0,0.005931784478497282,0.018783984181908058,2023,311,1712
55079020000,"Census Tract 200, Milwaukee County, Wisconsin",0.3808091853471843,0.29305631492618917,0.10251503553854566,0.007107709130672498,0.17550574084199017,0,0.005740841990158557,0.035265172225259704,3658,1639,2019
55079020500,"Census Tract 205, Milwaukee County, Wisconsin",0.6844502277163305,0.21242680546519194,0.019193233571893297,0.006506180871828237,0.058880936890045546,3.2530904359141186e-4,0.0016265452179570592,0.016590761223162005,3074,745,2329
55079021400,"Census Tract 214, Milwaukee County, Wisconsin",0.30652680652680653,0.3371212121212121,0.16433566433566432,0.005244755244755245,0.14772727272727273,0.0011655011655011655,0.005244755244755245,0.03263403263403263,3432,1689,1743
55079185400,"Census Tract 1854, Milwaukee County, Wisconsin",0.05664830841856806,0.00865460267505901,0.8929976396538158,0,0.0055074744295830055,0,0.007081038552321007,0.029110936270653028,1271,773,498
55079185500,"Census Tract 1855, Milwaukee County, Wisconsin",0.03028169014084507,0.028169014084507043,0.9070422535211268,0.005633802816901409,0.007042253521126761,0,0.004929577464788733,0.016901408450704224,1420,990,430
55079185600,"Census Tract 1856, Milwaukee County, Wisconsin",0.054400977995110025,0.1790953545232274,0.687041564792176,0.0012224938875305623,0.011002444987775062,0,0.007946210268948655,0.059290953545232276,1636,1141,495
55079185700,"Census Tract 1857, Milwaukee County, Wisconsin",0.07043558850787766,0.08387395736793327,0.7822057460611678,0.003243744207599629,0.0023169601482854493,4.633920296570899e-4,0.011121408711770158,0.04633920296570899,2158,1344,814
55079185800,"Census Tract 1858, Milwaukee County, Wisconsin",0.1099290780141844,0.015602836879432624,0.7304964539007093,0.002127659574468085,0.09858156028368795,0,0.005673758865248227,0.0375886524822695,1410,804,606
55079186000,"Census Tract 1860, Milwaukee County, Wisconsin",0.058445353594389245,0.09643483343074226,0.8094681472822911,0.0029222676797194622,0.0023378141437755697,5.844535359438924e-4,0.0011689070718877848,0.02863822326125073,1711,1198,513
55079186100,"Census Tract 1861, Milwaukee County, Wisconsin",0.07817911924789708,0.046511627906976744,0.6872835230084117,0.0029688273132112814,0.12914398812469075,0,0.004948045522018802,0.05096486887679367,2021,1117,904
55079186200,"Census Tract 1862, Milwaukee County, Wisconsin",0.060781476121562955,0.06295224312590449,0.7597684515195369,0.008683068017366137,0.09117221418234443,0,0.00361794500723589,0.013024602026049204,1382,901,481
55079186400,"Census Tract 1864, Milwaukee County, Wisconsin",0.14546732255797612,0.6809557273366128,0.06184118060435699,0.0035137034434293743,0.06746310611384398,0.0014054813773717498,0.004216444132115249,0.035137034434293744,1423,1159,264
55079186500,"Census Tract 1865, Milwaukee County, Wisconsin",0.4397834912043302,0.33558863328822736,0.15200721695985567,0.007668019846639603,0.016689219666215605,0,0.004961659900766802,0.04330175913396482,2217,988,1229
55079186600,"Census Tract 1866, Milwaukee County, Wisconsin",0.5463203463203463,0.31212121212121213,0.08744588744588745,0.006493506493506494,0.012554112554112554,8.658008658008658e-4,0.005627705627705628,0.02857142857142857,2310,817,1493
55079186800,"Census Tract 1868, Milwaukee County, Wisconsin",0.39631336405529954,0.2862903225806452,0.25172811059907835,0.004032258064516129,0.01555299539170507,0.002880184331797235,0.004032258064516129,0.03917050691244239,1736,865,871
